District_Id,Year,Total_Revenue_All_Funds,Total_Revenue_General_Funds,Total_Federal_Revenue_All_Funds,Total_Federal_Revenue_General_Funds,Total_State_Revenue_All_Funds,Total_State_Revenue_General_Funds,Total_Local_Revenue_All_Funds,Total_Local_Revenue_General_Funds
71803,2014,2801232,2636512,164720,0,2632948,2632948,0,0
71803,2015,2705900,2501938,157223,4116,2543869,2493014,0,0
71803,2016,2419616,2139096,182171,12373,2235817,2125095,0,0
71803,2017,2263726,2114027,143643,4400,2119995,2109539,0,0
71803,2018,2191920,2061163,127564,1614,2062824,2058017,0,0
71803,2019,2474692,2189164,295023,22056,2144507,2131946,0,0
71804,2005,3074879,2787430,217639,0,2755040,2704472,0,0
71804,2006,3025236,2485573,482265,4088,2534404,2477686,0,0
71804,2007,3442134,2968221,457853,0,2975132,2960308,0,0
71804,2008,3811919,3115461,514683,0,3255634,3073859,0,0
71804,2009,4048890,3419987,489308,0,3543526,3406170,0,0
71804,2010,4190288,3609070,524562,0,3655340,3598684,0,0
71804,2011,3598932,3271522,321517,0,3256092,3250199,0,0
71804,2012,3419975,3019375,386280,0,3016576,3002256,0,0
71804,2013,3680539,3494781,185068,0,3483757,3483067,0,0
71804,2014,3528698,3258076,265200,0,3255046,3251683,0,0
71804,2015,4175230,3581412,564730,0,3546661,3530871,0,0
71804,2016,3361890,2937777,417866,0,2928238,2925288,0,0
71804,2017,3539048,3132181,405922,0,3106398,3106398,0,0
71804,2018,3609096,3391267,217408,0,3337812,3337812,0,0
71804,2019,3435315,3118172,316943,0,3020944,3020944,0,0
71805,2005,3797603,2681921,710037,0,3063246,2680077,0,0
71805,2006,3750070,2575002,822372,0,2886072,2574858,0,0
71805,2007,3797604,2681921,708438,0,3064846,2680077,0,0
71805,2008,550762,504475,22549,0,519990,501537,0,0
71805,2009,3637918,2483857,901601,0,2718905,2483772,0,0
71805,2010,2020863,1546934,472072,0,1411085,1409228,0,0
71806,2007,3080954,2242698,535184,0,2453937,2203696,0,0
71806,2008,4548598,3525577,375797,0,4052790,3490218,0,0
71806,2009,5512736,4523314,432386,0,4944640,4497774,0,0
71806,2010,9683031,8114535,1225646,0,8136982,8008005,0,0
71806,2011,11001874,9394002,1010834,0,9456874,9348270,0,0
71806,2012,15258871,12821797,1635936,0,12903732,12775387,0,0
71806,2013,17983383,15497048,1547540,0,15648353,15476300,0,0
71806,2014,16790585,14227383,2009803,0,14228333,14131321,0,0
71806,2015,25114113,21854801,2273351,0,21949342,21667705,0,0
71806,2016,27149515,23113429,3002874,0,23346825,23040936,0,0
71806,2017,32461521,27829697,3631904,0,27936344,27733360,0,0
71806,2018,35474422,30488500,3493065,0,30782962,30238717,0,0
71806,2019,38226345,33499230,3772713,0,33109727,33054364,0,0
71807,2008,978210,751169,220847,0,577536,573385,0,0
71807,2009,1469693,1015436,363565,0,1002478,915491,0,0
71807,2010,2209323,1187585,1012301,0,1128399,1124166,0,0
71807,2011,1902017,1542857,338900,0,1471516,1465042,0,0
71807,2012,2085840,1669056,349243,0,1615417,1603386,0,0
71807,2013,2445901,2018484,363615,0,1941813,1932225,0,0
71807,2014,2664261,2249832,359716,0,2204997,2203962,0,0
71807,2015,2710341,2261871,384835,0,2242270,2221890,0,0
71807,2016,2764994,2285647,427363,0,2227119,2222701,0,0
71807,2017,2738743,2257630,417301,0,2180959,2161039,0,0
71807,2018,2746476,2307757,395114,0,2223911,2219425,0,0
71807,2019,2655233,2211238,339404,0,2160406,2111199,0,0
71809,2011,1622177,1053800,531295,0,1056436,1053140,0,0
71809,2012,1094080,950237,97958,0,954908,950237,0,0
71809,2013,1505919,1288621,127457,0,1308341,1288621,0,0
71809,2014,2137464,1904904,140403,0,1919851,1904904,0,0
71809,2015,2868657,2611503,187100,0,2569783,2552764,0,0
71809,2016,3284825,2969961,242219,0,2946520,2929636,0,0
71809,2017,3302503,2976179,254511,0,2894628,2893597,0,0
71809,2018,3329495,2950428,245853,0,2923090,2859756,0,0
71809,2019,3532459,3137254,250525,2377,3032595,2960124,0,0
71810,2015,1505855,869077,629799,0,736611,736611,0,0
71810,2016,1733402,1540309,159016,0,1538992,1538714,0,0
71810,2017,2323504,2095352,193786,3446,2092521,2069183,0,0
71810,2018,2302050,1987196,274389,5597,1994635,1958532,0,0
71810,2019,2521651,2222928,267791,5884,2062040,2026697,0,0
71901,2005,74457398,55830065,10977762,512877,46820541,45459771,7043624,7043624
71901,2006,77533336,58402177,10933927,463309,49054886,47671015,7874652,7874652
71901,2007,88261442,72381120,10819354,4321059,56379940,54592409,9114791,9114791
71901,2008,100732535,78211912,11963450,5065305,62063095,60190342,8224427,8224427
71901,2009,110977158,81883607,13567456,6096329,62496579,60449680,9376591,9376591
71901,2010,112714026,81389106,23987625,8582337,59418391,58387417,10083287,10083287
71901,2011,122080564,83522175,21551436,7971113,62497777,61208479,10148091,10148091
71901,2012,117980774,86811862,17813933,8127963,65693732,64300236,10673201,10673201
71901,2013,110186240,90700287,15777942,8563279,67697768,67209272,11078779,11078779
71901,2014,144661580,96570150,15559538,8870968,73345256,71865547,11444780,11444780
71901,2015,155712821,101616620,17182985,10189592,76261863,74833725,11336849,11336849
71901,2016,176280724,110163684,16970894,10487554,79495425,78182991,10835329,10835329
71901,2017,130485358,106847822,17530013,10539782,80049706,79016374,11363799,11363799
71901,2018,134905555,111764615,20032916,12470097,81457473,80102960,12618302,12618302
71901,2019,149567983,127379282,21775601,13846921,91173220,90498667,15823925,15823925
71902,2005,508650523,390285190,86871534,7599357,224033990,213580197,146555713,146555713
71902,2006,532144803,400243176,88612700,7806258,221728372,211144936,154012263,154012263
71902,2007,561178625,427329943,87460992,5769094,238541211,228464565,162760228,162760228
71902,2008,593230705,452526348,89248131,5686732,272566707,260113909,140052006,140052006
71902,2009,712985193,452290203,102928947,13926734,269882407,256788422,146491412,146491412
71902,2010,658688973,465917152,133367795,9504049,278062479,258952677,151514219,151514219
71902,2011,642257251,453398596,96379722,11845515,265990647,255508376,150474550,150474550
71902,2012,616834337,456135718,110253428,11595611,271429918,257204626,156592709,156592709
71902,2013,670200950,456786750,94873847,9976314,261834496,257600087,160725741,160725741
71902,2014,610658003,477156980,97324896,13555403,272023351,267092334,164380266,164380266
71902,2015,836601424,480195946,107280004,16472762,280986158,274027370,163589903,163589903
71902,2016,652308939,507983343,113925696,16232373,305363671,296506359,166785096,166785096
71902,2017,622502089,496857669,95734331,14286793,290131547,284762471,168614042,168614042
71902,2018,664590687,516342152,89663491,14797548,288106214,282666822,167202418,167202418
71902,2019,657695509,536787542,87897134,16428495,300060565,285536254,189992618,189992618
71903,2005,24454656,19393563,4887992,1258581,16196597,15476281,1676864,1676864
71903,2006,25162237,20037367,5178407,1323402,16044382,15480216,1687175,1687175
71903,2007,33984690,20289575,5191528,1637870,16269926,15535634,1658860,1658860
71903,2008,25473014,20284658,4647902,1353651,17223177,16607244,1352692,1352692
71903,2009,26352955,19991577,5159931,1462588,17170656,16413526,1350460,1350460
71903,2010,29049157,20486855,7716070,1451459,17119238,16761046,1381715,1381715
71903,2011,27897345,20683736,6287662,1647484,16954000,16633550,1452098,1452098
71903,2012,26052331,19947104,5219326,1586890,16317422,15941228,1567206,1567206
71903,2013,26349944,20444514,4518860,1516972,16609008,16433447,1672436,1672436
71903,2014,27232233,21994981,4090285,1413190,17447653,17252408,1599773,1599773
71903,2015,39169417,23207579,4034721,1403325,17661840,17405393,1742763,1742763
71903,2016,38341885,22648243,1510489,1510489,18490159,18141492,1739790,1739790
71903,2017,24242769,22437579,1456058,1438176,17905194,17847355,1725472,1725472
71903,2018,27459394,22586630,3877772,1512740,18002924,17881918,1960389,1960389
71903,2019,29026591,24294148,4148950,1821558,19449937,19101004,2271699,2271699
71904,2005,34622004,26878485,6305463,2099344,22296719,21660764,1546758,1546758
71904,2006,35086939,28710931,7105158,2532939,23586448,22860583,1642389,1642389
71904,2007,45947911,30368445,6865690,2457784,25022394,24301874,1624686,1624686
71904,2008,41904639,31405165,6615934,2577657,25683470,25081969,1456845,1456845
71904,2009,39354218,32052253,8209895,2801860,26763736,25951732,1523778,1523778
71904,2010,44136854,34699654,11638805,3502024,27845248,27573368,1620122,1620122
71904,2011,42613180,33869303,11157949,3398093,27131567,26854205,1734536,1734536
71904,2012,43517172,36845494,9302154,3381511,29301080,29261312,1790514,1790514
71904,2013,43030592,37657884,7699444,3456327,30665325,30286120,1922558,1922558
71904,2014,44280873,39310983,7313904,3583498,32325267,31902758,2057472,2057472
71904,2015,44455420,39696185,7336537,3691286,32278589,31971585,2201242,2201242
71904,2016,46724584,40012803,7357112,3824518,32655569,32155074,2113009,2113009
71904,2017,44141385,39759370,7116543,3943086,31680214,31526394,2339205,2339205
71904,2018,45349450,39518488,7551278,3965080,31351293,30941148,2452573,2452573
71904,2019,44767821,39082242,7255233,3968626,30992065,30404186,2543383,2543383
71905,2005,363798827,285550237,53656180,3123712,208193856,201254691,64093673,64093673
71905,2006,372159350,285832157,55535608,5671947,199034933,191614149,66270062,66270062
71905,2007,361838094,279657352,52565423,4252007,196557880,187262226,65543090,65543090
71905,2008,424337125,328472329,55806785,3929857,253221722,242888194,64008420,64008420
71905,2009,422557167,330810305,58477956,6935180,247482115,237887466,67447929,67447929
71905,2010,467450854,336198642,101772935,3819513,250948100,244559618,69428567,69428567
71905,2011,463137064,331394172,104476678,5772226,240500652,234017291,71376925,71376925
71905,2012,482892450,335103814,72062006,6812028,245315609,236513837,73543074,73543074
71905,2013,484513729,341671015,62425834,6737523,244160894,242746061,74718308,74718308
71905,2014,547745819,358769040,63254689,9459968,258466184,255368384,76365588,76365588
71905,2015,450334338,361558664,64398777,8785093,267137139,259341022,76016958,76016958
71905,2016,468409863,377792626,69465352,13842351,274102137,271586273,74028998,74028998
71905,2017,475233036,372821753,68873179,13058258,268705067,266038797,75060262,75060262
71905,2018,486824374,386236804,69979412,14930312,269105558,266256176,75423344,75423344
71905,2019,493998753,390785634,72016898,17722207,275195889,270987935,79913290,79913290
71906,2005,8766456,6278293,1064650,382524,3879557,3784946,1468977,1468977
71906,2006,11663357,6617081,1148491,436550,4623095,4498161,1326970,1326970
71906,2007,8135750,6909218,1244590,606299,4527229,4383884,1420378,1420378
71906,2008,8484653,7227462,1225605,538192,5125433,4991610,1259456,1259456
71906,2009,8971771,7327221,1512439,520347,5211842,4946199,1413354,1413354
71906,2010,9826516,7633039,2238808,744174,5001380,4708296,1488688,1488688
71906,2011,9846253,8137745,2079983,913318,5056939,4963342,1621573,1621573
71906,2012,8954436,7479381,1727712,823987,4784022,4626699,1641121,1641121
71906,2013,9216992,7864452,1703090,770025,5071015,5052759,1658107,1658107
71906,2014,9725718,8180313,1798359,786028,5310947,5172137,1837918,1837918
71906,2015,10288912,8695801,1960805,884030,5638552,5553515,1861038,1861038
71906,2016,12857418,8881491,1627042,946756,5751581,5702584,1819853,1819853
71906,2017,10557881,9212882,1684547,962063,6018336,5924346,1909758,1909758
71906,2018,10680004,9317645,1706906,913624,5997412,5936132,1981078,1981078
71906,2019,11026205,9619189,1842924,1082272,6108911,5967828,2054288,2054288
71907,2005,47030444,36767573,8760793,3082262,21975638,21198183,9754186,9754186
71907,2006,54141438,38897253,9368587,3391796,22627041,21756140,11412400,11412400
71907,2007,54281460,42806653,9308958,3575874,24721446,23885013,12506011,12506011
71907,2008,57251190,45305244,9149375,3853152,28573433,27555262,10815917,10815917
71907,2009,59356006,46566908,9229717,4325107,27750476,26375880,13103516,13103516
71907,2010,90813665,46505946,13475062,4604123,26191706,25529243,14011144,14011144
71907,2011,65885950,53164302,11450882,4421213,32984123,32280842,14176435,14176435
71907,2012,67732818,52130701,10669554,4663470,28071184,27936801,17112118,17112118
71907,2013,73530793,55048216,9737384,4463591,30020904,29505259,18680982,18680982
71907,2014,64595606,51894549,9024044,4413246,27615226,26866402,18397168,18397168
71907,2015,87266157,56605632,9048422,4757113,29434796,28941900,19422747,19422747
71907,2016,81274306,58855985,9233967,5145865,31407265,30564604,20033474,20033474
71907,2017,82569808,60611107,9813146,5968669,29654160,29009219,21919185,21919185
71907,2018,75115104,63327318,9912625,6210272,30774220,30625981,23499194,23499194
71907,2019,81123937,66922247,10571415,6813283,31341491,30251459,26504970,26504970
71908,2005,16393997,9321865,2007406,532582,7442632,7269650,606244,606244
71908,2006,16212025,9447086,1994791,606787,7742794,7273812,600077,600077
71908,2007,12850823,10005710,2053251,617873,7916558,7664304,602783,602783
71908,2008,15432004,12588845,1998459,628461,9503139,9262860,531593,531593
71908,2009,14249900,11564927,1934921,681517,9655485,9316261,556579,556579
71908,2010,15271143,11453418,3088916,778064,9395845,8967409,581342,581342
71908,2011,15724610,12792438,2363890,802583,9755721,9487065,585593,585593
71908,2012,13885106,11542425,2013793,776625,9305624,9175768,607311,607311
71908,2013,22087761,12138169,2027876,853258,9861166,9803722,650402,650402
71908,2014,15067960,12328676,2540033,952320,10231670,10205683,672901,672901
71908,2015,15621946,12973947,2317606,912812,10621039,10327157,692983,692983
71908,2016,18963469,12916300,2404889,851449,10556952,10353237,681435,681435
71908,2017,14853902,12507746,2055808,895082,9736301,9682280,755492,755492
71908,2018,15368063,13225584,1847603,941136,10568356,10568356,802212,802212
71908,2019,14394284,12231194,1823500,1024342,9681267,9516998,817179,817179
71909,2005,363408304,206715386,35686618,886635,151198923,146575234,49596383,49596383
71909,2006,369734252,233369704,36571175,862688,168122894,162549959,57101720,57101720
71909,2007,340838464,258823274,36827639,1102210,189377803,182019807,61149189,61149189
71909,2008,345495217,263974049,35063954,1176024,202809264,194941614,56586748,56586748
71909,2009,344163536,263525894,38585239,3120742,191570669,183183549,63341778,63341778
71909,2010,408139079,281330953,62169425,4029991,195502106,191813890,66763470,66763470
71909,2011,380967499,282323810,55938486,5225986,199411954,195818830,66827717,66827717
71909,2012,383271481,288986389,52863064,3945062,204058326,201157801,70258652,70258652
71909,2013,402776965,298886280,42141851,3381807,206978366,204862816,76578360,76578360
71909,2014,524715209,315326017,44800144,3023119,223909015,217662093,79574045,79574045
71909,2015,515560262,329264096,47275836,3250658,225830878,224337941,83234214,83234214
71909,2016,471228849,344606941,49350215,6072542,244792361,238891418,83072905,83072905
71909,2017,453569989,352783225,51623851,6204576,246338817,240732607,87571260,87571260
71909,2018,674643815,374905021,52716601,6248596,255450150,250566364,91967401,91967401
71909,2019,507830782,386174152,58286681,7125246,260481027,256944957,99968693,99968693
72801,2005,538304,454487,78785,0,459445,454413,0,0
72801,2006,548417,436222,84054,0,438016,433135,0,0
72801,2007,702994,583392,108981,0,554817,552833,0,0
72801,2008,1533304,1301209,197632,0,1309028,1284356,0,0
72801,2009,1934180,1792782,120208,0,1798095,1792286,0,0
72801,2010,2163907,1911254,242883,0,1703826,1698180,0,0
72801,2011,2099835,1822644,204806,0,1613468,1568419,0,0
72801,2012,30427370,28072704,2271410,0,28018885,27990203,0,0
72801,2013,28962620,26538700,2387127,0,26444976,26441103,0,0
72801,2014,27907033,25549449,2060667,31383,25594636,25291004,0,0
72801,2015,30309548,27769561,2280966,21936,27780018,27534899,0,0
72801,2016,48255872,45667713,2523757,41778,44821406,44805506,0,0
72801,2017,55746834,52284875,2941090,54731,52545116,51997518,0,0
72801,2018,59827178,56879550,2683784,58570,56789948,56648406,0,0
72801,2019,50946698,47307747,3533103,117248,46852391,46661395,0,0
72802,2007,805423,681216,69216,0,714991,660439,0,0
72802,2008,819974,691554,85245,0,712524,678705,0,0
72802,2009,1629338,1582467,19381,0,1595025,1567535,0,0
72802,2010,1747363,1533411,209550,0,1487304,1482902,0,0
72802,2011,1857709,1656498,160817,0,1680559,1640165,0,0
72802,2012,1711554,1555205,140849,0,1555973,1540473,0,0
72802,2013,1633456,1516025,93973,0,1517164,1493706,0,0
72802,2014,1967237,1807990,145725,0,1766619,1766619,0,0
72802,2015,1809287,1593247,178754,0,1596963,1578459,0,0
72802,2016,1642454,1401276,163645,0,1349586,1329200,0,0
72802,2017,1372955,1172584,150228,0,1176248,1155977,0,0
72802,2018,1227674,1063970,135085,0,1047789,1044754,0,0
72802,2019,1254879,1114317,127226,0,1094209,1092069,0,0
72901,2005,773285,488052,266023,0,98021,90821,351331,351331
72901,2006,822482,518803,283567,0,92271,84033,392673,392673
72901,2007,868381,607772,241454,0,188380,180090,371400,371400
72901,2008,930684,683408,188185,0,322387,276656,354127,354127
72901,2009,871770,674807,188314,0,200603,195895,428294,428294
72901,2010,819815,657781,157639,0,151117,149872,463874,463874
72901,2011,1388447,1259352,124027,0,569800,568153,449263,449263
72901,2012,845000,728296,106917,0,238162,237323,443778,443778
72901,2013,818807,736059,74644,0,177299,175860,522403,522403
72901,2014,878796,765822,98903,0,226791,222012,475402,475402
72901,2015,1038933,917456,102706,0,242225,230300,493453,493453
72901,2016,1068594,947299,112753,0,394860,392210,500221,500221
